feature,importance
max_abs_corr_60d,0.06393140916676211
volatility_20d,0.0327932676323003
volatility_60d,0.02799592745195492
drawdown_60d,0.026838286124398685
return_60d,0.024851120387018436
drawdown_20d,0.023017082716950982
eigenvalue_std_120d,0.02290585625318802
eigenvalue_skew_60d,0.02170021398656201
eigenvalue_kurt_60d,0.02112249508064224
clustering_coef_t50_60d,0.01738177783418111
tail_eigenvalue_mean_120d,0.014349805607481366
lambda_1_ratio_120d,0.01420193179314732
month,0.014171719354891353
price_to_sma_20,0.014037467710364184
lambda_3_120d,0.013919529630859545
absorption_ratio_1_120d,0.013837331256968446
degree_std_t50_60d,0.013606481199787402
price_to_sma_50,0.01233406364630728
mp_excess_60d,0.01198373659325039
absorption_ratio_1_60d,0.011897186442181474
lambda_3_ewm,0.011615134070023818
lambda_1_120d,0.011557463409171489
absorption_ratio_3_120d,0.01140067139204054
eigenvalue_entropy_120d,0.011248950049921743
effective_rank_120d,0.011072579832975398
lambda_1_60d,0.010956005450716054
absorption_ratio_3_60d,0.010924107445762455
lambda_1_ratio_60d,0.010826059915330437
normalized_entropy_120d,0.010386358675067375
clustering_coef_t30_60d,0.0101710115049089
volatility_5d,0.010047224206766327
n_edges_t70_60d,0.00989258591228466
effective_rank_ratio_120d,0.009740527914209984
mp_excess_120d,0.009624084499938396
volatility_10d,0.009580504769612499
spectral_gap_60d,0.00921390784206463
tail_eigenvalue_mean_ewm,0.00918520418009479
lambda_1_ratio_ewm,0.009062343725327767
spectral_gap_120d,0.009033900031357964
degree_std_t70_60d,0.00876997995398478
lambda_2_60d,0.008561019104651872
degree_std_t30_60d,0.008560451238578725
frac_corr_above_70_60d,0.008553700115848089
corr_std_60d,0.008480185787601933
kurtosis_20d,0.008475108297418247
v1_max_60d,0.008447380302168494
mean_abs_corr_60d,0.008292653534909334
lambda_1_ewm,0.008278213158359226
eigenvalue_std_60d,0.008216092047855039
isolated_nodes_t70_60d,0.00816499548936121
edge_density_t70_60d,0.0076648379044374675
lambda_2_120d,0.007538075352193781
median_abs_corr_60d,0.007455561078362581
effective_rank_ratio_ewm,0.0073831875743380635
degree_mean_t70_60d,0.007359710917967981
skewness_20d,0.007340794377936731
absorption_ratio_5_120d,0.0072021025119459155
absorption_ratio_5_60d,0.007091183383412744
eigenvalue_kurt_ewm,0.0070806981274761874
condition_number_120d,0.006955614096537679
log_condition_number_120d,0.0069241549177315965
v1_min_60d,0.006639491247015711
kurtosis_60d,0.0064668426988400566
effective_rank_ratio_60d,0.006462247819041244
eigenvalue_std_ewm,0.0064309449588786875
eigenvalue_skew_ewm,0.0062966446583849894
fragmentation_t50_60d,0.005996986661629487
normalized_entropy_ewm,0.005857723934796342
n_components_t50_60d,0.005857035562400225
return_10d,0.0056598537887857445
absorption_ratio_5_ewm,0.005296007528230742
lambda_2_ewm,0.005227613249521982
eigenvalue_kurt_120d,0.00514188482171405
eigenvalue_skew_120d,0.005093164451025773
normalized_entropy_60d,0.005086897762611378
mp_excess_ewm,0.004977631454284242
absorption_ratio_3_ewm,0.00494945320303568
effective_rank_60d,0.004881708096714371
lambda_3_60d,0.0048582461785381115
centralization_t70_60d,0.004817545208654637
absorption_ratio_1_ewm,0.00472696739182585
centralization_t50_60d,0.0045824209179607545
edge_density_t30_60d,0.004539942808685588
v1_entropy_60d,0.004397182531179525
n_edges_t30_60d,0.004282961256410021
isolated_nodes_t50_60d,0.0038915377807559517
clustering_coef_t70_60d,0.0038130969252009707
return_5d,0.003656534293275523
log_condition_number_ewm,0.0036180234292565584
v1_std_60d,0.0035935195964301356
tail_eigenvalue_mean_60d,0.0035582344864261415
v1_herfindahl_60d,0.0035423855401004833
log_condition_number_60d,0.0034909665053144893
rsi_14,0.0034371172277055974
return_20d,0.0034348842454532654
corr_skew_60d,0.003405762621875043
eigenvalue_entropy_ewm,0.003287820402265857
eigenvalue_entropy_60d,0.003263171262939645
degree_max_t70_60d,0.0030295185869852565
condition_number_ewm,0.002918685983752207
effective_rank_ewm,0.002879772664282008
price_to_sma_10,0.002824385688468324
skewness_60d,0.0028228682399414574
loading_dispersion_60d,0.0026979892914533155
degree_mean_t30_60d,0.0025651404140461425
degree_max_t50_60d,0.0024371707702328434
n_components_t70_60d,0.002432169970864615
condition_number_60d,0.002344354889086442
spectral_gap_ewm,0.002313311828045445
vol_ratio_5_20,0.002056973872794156
fragmentation_t70_60d,0.0016338931359302364
n_edges_t50_60d,0.0014264545600713452
frac_corr_above_50_60d,0.0012702458670949936
centralization_t30_60d,0.0012691020833255255
degree_mean_t50_60d,0.0010963262353480422
edge_density_t50_60d,0.0008550472283333889
return_1d,0.0007939915323804803
degree_max_t30_60d,0.0005330635593153512
day_of_week,6.806712123311236e-05
fragmentation_t30_60d,0.0
n_components_t30_60d,0.0
isolated_nodes_t30_60d,0.0
