feature,importance
corr_std_60d,0.08689749529514675
max_abs_corr_60d,0.0833051505161836
volatility_20d,0.08225583186464273
clustering_coef_t30_60d,0.03965776922483903
volatility_60d,0.038221008281290846
clustering_coef_t50_60d,0.034118103147724496
degree_std_t50_60d,0.03405104692803442
loading_dispersion_60d,0.025558877747065546
spectral_gap_60d,0.02522361846584085
lambda_2_120d,0.02360700444632813
eigenvalue_skew_60d,0.022170054784921806
mp_excess_60d,0.02122365996122495
v1_herfindahl_60d,0.019487135926630456
absorption_ratio_1_60d,0.018257301019335558
lambda_1_60d,0.017881620290712913
lambda_2_ewm,0.017483824379775643
frac_corr_above_50_60d,0.01541177532895373
return_60d,0.015009500965064941
eigenvalue_kurt_60d,0.014400570813900487
mean_abs_corr_60d,0.014386317045319758
degree_std_t30_60d,0.014057861087024465
eigenvalue_std_60d,0.013763381013557358
lambda_1_ratio_60d,0.013545976285399454
edge_density_t50_60d,0.012802454141137318
v1_std_60d,0.01276695159788824
v1_entropy_60d,0.010986453827880525
n_edges_t50_60d,0.010903947282992293
lambda_2_60d,0.010488063067664675
isolated_nodes_t70_60d,0.01026146178855881
corr_skew_60d,0.009727428709525835
v1_max_60d,0.009607632774249232
degree_mean_t50_60d,0.009409180865780662
eigenvalue_skew_120d,0.009015595013344452
tail_eigenvalue_mean_120d,0.007589391157390476
v1_min_60d,0.007382704356565713
spectral_gap_120d,0.006942234935102399
price_to_sma_50,0.006854184692045993
fragmentation_t70_60d,0.006574546605436131
eigenvalue_kurt_120d,0.006444346392694636
absorption_ratio_5_60d,0.00637764031526156
n_components_t70_60d,0.006299463901023824
normalized_entropy_60d,0.006297321784058242
lambda_3_120d,0.005784894118942932
absorption_ratio_3_120d,0.0054018308291396665
edge_density_t30_60d,0.0053716600609252175
absorption_ratio_5_ewm,0.005259214994631196
drawdown_60d,0.005255612874035155
absorption_ratio_5_120d,0.004870749071458179
log_condition_number_ewm,0.004383174774665987
lambda_1_120d,0.004376988623611375
absorption_ratio_3_60d,0.004372901903583165
absorption_ratio_1_120d,0.004307821084611874
volatility_10d,0.003871860794435534
tail_eigenvalue_mean_ewm,0.0036423603779447596
mp_excess_120d,0.003514702242059188
skewness_20d,0.0034683607070819652
log_condition_number_60d,0.0034344963659225553
effective_rank_60d,0.00329572605773
log_condition_number_120d,0.0029454969049723142
normalized_entropy_120d,0.0028920689600348214
edge_density_t70_60d,0.00289144355570592
lambda_1_ratio_120d,0.002803256644762022
eigenvalue_std_120d,0.0025077955389323898
condition_number_60d,0.0023972430172447667
condition_number_120d,0.002323397083618376
condition_number_ewm,0.002263851117562238
effective_rank_ratio_120d,0.002222768105720546
kurtosis_60d,0.0021761299604472328
degree_std_t70_60d,0.002140854477219131
n_edges_t70_60d,0.0021379813245973912
frac_corr_above_70_60d,0.0021322292129592165
return_20d,0.0020070316103526237
eigenvalue_entropy_60d,0.0018319287701098021
volatility_5d,0.001752604734364618
drawdown_20d,0.0016834681680109518
degree_mean_t70_60d,0.0014967622421943841
eigenvalue_std_ewm,0.0014936855222257496
spectral_gap_ewm,0.0013889692943916054
eigenvalue_entropy_120d,0.0013861231872090867
eigenvalue_skew_ewm,0.0013556562539412131
clustering_coef_t70_60d,0.0013259218226837834
price_to_sma_20,0.001257644749001207
tail_eigenvalue_mean_60d,0.0012553841181461686
centralization_t70_60d,0.001241490086669489
effective_rank_120d,0.0012288515502011338
absorption_ratio_3_ewm,0.0012081185033976575
eigenvalue_kurt_ewm,0.0011827387664153212
degree_max_t30_60d,0.0011688849012239273
absorption_ratio_1_ewm,0.0011578546898675453
kurtosis_20d,0.0011072739445235158
lambda_3_ewm,0.001086699543905197
lambda_3_60d,0.001009895934576815
degree_mean_t30_60d,0.0009475402910947138
eigenvalue_entropy_ewm,0.0008545407749954158
centralization_t30_60d,0.0007766803723652881
skewness_60d,0.0007740666928131544
return_10d,0.0007552924935889305
centralization_t50_60d,0.0007404226029726454
normalized_entropy_ewm,0.000729878219212219
month,0.0006884457557024115
effective_rank_ratio_ewm,0.0006768334442245583
lambda_1_ratio_ewm,0.0006089232177316072
mp_excess_ewm,0.0005994345372802527
effective_rank_ratio_60d,0.0005457159008433396
effective_rank_ewm,0.000517639969483889
rsi_14,0.0004901585441792616
median_abs_corr_60d,0.0004807350854445715
lambda_1_ewm,0.00032600115355228
degree_max_t50_60d,0.0003192065796733464
return_5d,0.00031162032856694674
price_to_sma_10,0.00027861917723351424
isolated_nodes_t50_60d,0.00020780831074616028
vol_ratio_5_20,0.0001911235286020111
return_1d,0.0001775714606093971
fragmentation_t50_60d,0.00014582012897107157
n_components_t50_60d,4.692456495948093e-05
day_of_week,1.576064748767225e-05
n_edges_t30_60d,1.3489012180168951e-05
degree_max_t70_60d,2.8503627995236015e-19
isolated_nodes_t30_60d,0.0
fragmentation_t30_60d,0.0
n_components_t30_60d,0.0
